StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q20,Q21,Q16,Q22,Q18,Q3_1,Q3_2,Q3_3,Q3_4,Q24_1,Q24_2,Q24_3,Q24_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q19,Q8,gender,age,Q24,Condition
2020-07-30 07:14:32,2020-07-30 07:17:45,IP Address,,100,193,True,2020-07-30 07:17:45,R_29tf7JQqb5FI1GX,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,Not at all likely1,"Very likely
7","Very likely
7",5,6,"Not at all annoyed
1","Not at all annoyed
1","Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,Very reasonable7,6,6,Not at all reasonable1,6,4,Not at all reasonable1,4,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1",5,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,2,Female,48,,1
2020-07-30 07:13:27,2020-07-30 07:17:46,IP Address,,100,259,True,2020-07-30 07:17:47,R_21gFkAYVjLDdtOK,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,Not at all likely1,"Very likely
7",6,5,5,"Not at all annoyed
1",2,6,3,"No control at all
1",4,4,5,2,Not at all reasonable1,3,3,6,6,4,4,4,2,"Not  at all comfortable
1",2,4,6,6,Somewhat flexible,3,Male,60,,1
2020-07-30 07:13:32,2020-07-30 07:17:53,IP Address,,100,261,True,2020-07-30 07:17:53,R_PRtseJfAUjqPgv7,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,4,5,4,5,4,5,5,4,3,5,6,6,5,6,5,6,5,6,5,5,6,"Very comfortable
7","Very comfortable
7",5,6,6,6,6,Somewhat flexible,6,Male,27,,2
2020-07-30 07:13:41,2020-07-30 07:17:54,IP Address,,100,252,True,2020-07-30 07:17:54,R_2Y2KvsGeSNkKU1H,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,6,6,6,"Very likely
7",6,"Very annoyed
7",5,"Very annoyed
7",6,6,5,Very reasonable7,6,6,6,6,5,Very reasonable7,4,5,6,"Very comfortable
7",6,6,4,"Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,6,Male,32,,2
2020-07-30 07:15:38,2020-07-30 07:17:54,IP Address,,100,135,True,2020-07-30 07:17:54,R_1H7Y2i1g0nSKsZP,,,,,,,anonymous,EN,Yes,Yes,Yes,,3,Very likely7,6,5,5,"Very likely
7","Very annoyed
7",5,6,6,"Very much control
7",5,6,6,6,5,6,Very reasonable7,6,Very reasonable7,5,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7",6,6,5,Somewhat flexible,"Very comfortable
7",Female,34,,2
2020-07-30 07:13:50,2020-07-30 07:17:56,IP Address,,100,245,True,2020-07-30 07:17:56,R_33lrgUj778rcORG,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Not at all likely1,"Very likely
7","Very likely
7","Not at all likely
1",4,2,"Not at all annoyed
1","Very annoyed
7","Very annoyed
7",4,Very reasonable7,Very reasonable7,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Male,65,,2
2020-07-30 07:13:49,2020-07-30 07:18:03,IP Address,,100,253,True,2020-07-30 07:18:03,R_yjshtsJ2dIBNF9n,,,,,,,anonymous,EN,Yes,Yes,Yes,450,,Not at all likely1,6,4,5,3,6,5,5,6,5,6,Very reasonable7,4,2,2,5,4,5,6,6,6,6,2,3,4,4,6,"Very comfortable
7",Somewhat flexible,5,Male,25,,1
2020-07-30 07:16:39,2020-07-30 07:18:05,IP Address,,100,86,True,2020-07-30 07:18:06,R_1mrOwxFMfkihlJc,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,6,"Very likely
7","Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7","Very annoyed
7",6,"Very much control
7",Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,58,,2
2020-07-30 07:13:33,2020-07-30 07:18:06,IP Address,,100,272,True,2020-07-30 07:18:06,R_1nOswEBsNnJFBLM,,,,,,,anonymous,EN,Yes,Yes,Yes,200,,2,4,2,5,3,3,5,"Very annoyed
7","Very annoyed
7",5,3,3,5,6,2,5,2,2,2,4,5,5,4,2,5,2,4,4,Somewhat flexible,4,Male,32,,1
2020-07-30 07:13:58,2020-07-30 07:18:12,IP Address,,100,253,True,2020-07-30 07:18:12,R_6mMNXT7RGZ3N8yd,,,,,,,anonymous,EN,Yes,Yes,Yes,150,,6,"Very likely
7",6,"Very likely
7",4,"Very annoyed
7","Very annoyed
7",5,6,"Very much control
7",Very reasonable7,6,2,Very reasonable7,6,Very reasonable7,2,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7",2,"Very comfortable
7","Very comfortable
7","Very comfortable
7",3,3,"Very comfortable
7",Somewhat flexible,6,Male,30,,1
2020-07-30 07:14:29,2020-07-30 07:18:18,IP Address,,100,228,True,2020-07-30 07:18:19,R_1f7dc5sYHT2gTq3,,,,,,,anonymous,EN,Yes,Yes,Yes,,90,Very likely7,5,"Very likely
7",6,"Very likely
7",6,5,"Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,6,Very reasonable7,6,Very reasonable7,Very reasonable7,6,Very reasonable7,4,"Very comfortable
7",6,6,"Very comfortable
7",5,"Very comfortable
7",6,6,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,32,,2
2020-07-30 07:14:49,2020-07-30 07:18:23,IP Address,,100,213,True,2020-07-30 07:18:23,R_tXPgEJ3H8OoeSpX,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,Very likely7,6,6,6,"Very likely
7","Very annoyed
7",6,6,5,6,6,4,Very reasonable7,6,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7",3,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,35,,2
2020-07-30 07:14:11,2020-07-30 07:18:25,IP Address,,100,253,True,2020-07-30 07:18:25,R_10T6zIVzVk1ClJD,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,6,5,6,"Very likely
7",6,6,6,"Very annoyed
7",5,6,5,Very reasonable7,Very reasonable7,6,6,6,Very reasonable7,5,Very reasonable7,6,"Very comfortable
7",5,6,6,6,"Very comfortable
7","Very comfortable
7",6,Somewhat flexible,6,Male,40,,1
2020-07-30 07:16:25,2020-07-30 07:18:26,IP Address,,100,120,True,2020-07-30 07:18:26,R_1CjQsmYC1axvudm,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,6,6,"Very likely
7","Very likely
7",5,"Very annoyed
7","Very annoyed
7",4,6,6,6,5,Very reasonable7,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,"Very comfortable
7",5,4,6,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,44,,2
2020-07-30 07:14:02,2020-07-30 07:18:26,IP Address,,100,264,True,2020-07-30 07:18:27,R_2EB7ctM0lK8fIe6,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,5,"Very likely
7",5,6,6,5,"Very annoyed
7",5,6,6,Very reasonable7,Very reasonable7,6,5,6,5,5,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7",5,6,"Very comfortable
7",5,"Very comfortable
7",5,6,Somewhat flexible,5,Male,36,,2
2020-07-30 07:16:53,2020-07-30 07:18:27,IP Address,,100,94,True,2020-07-30 07:18:27,R_Z2HFjbqxVZd5E4h,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,5,6,6,6,6,6,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Somewhat flexible,6,Male,59,,2
2020-07-30 07:17:00,2020-07-30 07:18:36,IP Address,,100,95,True,2020-07-30 07:18:36,R_3MKiorVezg1tYhE,,,,,,,anonymous,EN,Yes,Yes,Yes,70,,Very likely7,"Very likely
7",6,"Very likely
7",6,"Very annoyed
7","Very annoyed
7",6,"Very annoyed
7","Very much control
7",Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Female,49,,1
2020-07-30 07:17:09,2020-07-30 07:18:38,IP Address,,100,89,True,2020-07-30 07:18:38,R_2qadfXbOU1ChZCd,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,3,2,3,2,"Not at all likely
1","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","No control at all
1",Not at all reasonable1,4,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,"Not  at all comfortable
1",3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,2,Male,29,,1
2020-07-30 07:14:10,2020-07-30 07:18:40,IP Address,,100,270,True,2020-07-30 07:18:40,R_56ZHRxdqLQvMPVD,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,6,"Very likely
7",5,6,6,5,5,3,3,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,6,5,6,5,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7",6,6,5,"Very comfortable
7",Somewhat flexible,6,Male,40,,2
2020-07-30 07:16:28,2020-07-30 07:18:41,IP Address,,100,133,True,2020-07-30 07:18:42,R_3GxLpb8dF6DIbxL,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,6,"Very likely
7",6,4,5,5,"Very annoyed
7",4,6,6,5,5,5,4,6,4,6,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Male,58,,1
2020-07-30 07:17:34,2020-07-30 07:18:51,IP Address,,100,76,True,2020-07-30 07:18:51,R_1q2FrQ0nukQ89V7,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,4,"Not at all likely
1",5,6,2,6,4,"Very annoyed
7",5,4,Very reasonable7,2,5,2,5,4,5,5,5,3,"Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7",3,2,4,"Very comfortable
7","Not  at all comfortable
1",Somewhat flexible,4,Female,54,,1
2020-07-30 07:16:30,2020-07-30 07:18:55,IP Address,,100,144,True,2020-07-30 07:18:55,R_2Berf95HNG03RbE,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,6,4,6,5,5,5,4,5,6,5,5,5,4,5,4,6,5,6,4,5,6,6,4,6,4,5,5,5,Somewhat flexible,5,Female,32,,1
2020-07-30 07:16:27,2020-07-30 07:18:57,IP Address,,100,150,True,2020-07-30 07:18:57,R_3P62XLe3AhFH7mT,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,6,6,5,5,"Very likely
7",6,6,3,6,6,Very reasonable7,6,6,Very reasonable7,5,6,Very reasonable7,6,6,6,6,"Very comfortable
7",5,6,6,"Very comfortable
7",6,6,Somewhat flexible,6,Male,45,,1
2020-07-30 07:16:27,2020-07-30 07:18:58,IP Address,,100,151,True,2020-07-30 07:18:58,R_2S9t6tSB1rZC8vx,,,,,,,anonymous,EN,Yes,Yes,Yes,300,,4,4,5,5,3,6,4,3,5,5,3,4,Very reasonable7,5,4,5,6,6,6,6,5,4,3,4,5,5,6,"Very comfortable
7",Somewhat flexible,5,Male,65,,1
2020-07-30 07:14:07,2020-07-30 07:18:59,IP Address,,100,291,True,2020-07-30 07:18:59,R_3PFETUkPqUvcwG3,,,,,,,anonymous,EN,Yes,Yes,Yes,,250,2,6,6,6,6,6,6,6,5,5,6,6,6,6,4,6,3,2,5,6,6,6,6,4,6,4,2,4,Somewhat flexible,4,Female,35,,2
2020-07-30 07:13:43,2020-07-30 07:19:03,IP Address,,100,319,True,2020-07-30 07:19:03,R_1QF4KjAo4nDr7sD,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,3,5,5,"Very likely
7",6,6,"Very annoyed
7",6,6,6,5,6,6,6,4,6,6,6,Very reasonable7,6,6,6,5,4,6,5,6,"Very comfortable
7",Somewhat flexible,6,Male,26,,1
2020-07-30 07:16:55,2020-07-30 07:19:03,IP Address,,100,128,True,2020-07-30 07:19:04,R_3KpVaWl6qNgFKpv,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,4,6,6,5,5,5,5,6,6,2,4,5,4,Not at all reasonable1,Not at all reasonable1,4,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,"Not  at all comfortable
1",4,3,2,"Not  at all comfortable
1",2,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,3,Male,32,,2
2020-07-30 07:17:04,2020-07-30 07:19:12,IP Address,,100,128,True,2020-07-30 07:19:12,R_1gOwUp0Ah2pnv0S,,,,,,,anonymous,EN,Yes,Yes,Yes,,12,6,6,"Very likely
7",6,"Very likely
7","Very annoyed
7",6,6,"Very annoyed
7",6,Very reasonable7,Very reasonable7,6,Very reasonable7,6,6,5,5,Very reasonable7,"Very comfortable
7",6,6,5,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,Flexible,6,Male,32,,2
2020-07-30 07:15:22,2020-07-30 07:19:16,IP Address,,100,233,True,2020-07-30 07:19:16,R_2aXCu8Rx3CKxCoZ,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,5,5,5,4,5,6,5,5,4,5,5,6,6,5,6,5,5,6,5,6,4,4,6,5,6,6,5,5,Somewhat flexible,5,Male,40,,1
2020-07-30 07:16:55,2020-07-30 07:19:16,IP Address,,100,141,True,2020-07-30 07:19:16,R_8djL2pY1DyD9mRr,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,6,"Very likely
7","Very likely
7",6,6,"Very annoyed
7",6,"Very annoyed
7",6,6,6,Very reasonable7,6,Very reasonable7,6,6,6,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7",6,6,6,Somewhat flexible,6,Female,25,,1
2020-07-30 07:17:46,2020-07-30 07:19:17,IP Address,,100,91,True,2020-07-30 07:19:17,R_qKObph9IWVo70jL,,,,,,,anonymous,EN,Yes,Yes,Yes,75,,3,"Very likely
7",6,6,"Very likely
7","Very annoyed
7",5,6,6,5,6,6,Very reasonable7,5,6,Very reasonable7,6,Very reasonable7,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,6,6,Somewhat flexible,6,Male,27,,1
2020-07-30 07:13:51,2020-07-30 07:19:20,IP Address,,100,329,True,2020-07-30 07:19:21,R_upLXdYI3slSVvXP,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Not at all likely1,5,4,6,4,4,5,3,6,5,5,6,5,5,3,5,4,5,4,"Very comfortable
7",6,6,4,4,5,5,5,"Very comfortable
7",Somewhat flexible,4,Male,32,,1
2020-07-30 07:17:26,2020-07-30 07:19:23,IP Address,,100,117,True,2020-07-30 07:19:23,R_3PdyjHN7Uwmhd85,,,,,,,anonymous,EN,Yes,Yes,Yes,400,,6,5,6,6,5,6,6,6,"Very annoyed
7",6,Very reasonable7,6,6,5,6,6,5,6,6,6,6,6,5,6,5,"Very comfortable
7",6,6,Somewhat flexible,"Very comfortable
7",Female,25,,1
2020-07-30 07:18:04,2020-07-30 07:19:24,IP Address,,100,80,True,2020-07-30 07:19:24,R_1jJ9DGs7Jtvm35p,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,6,5,"Very likely
7",6,5,5,5,"Very annoyed
7",6,"Very much control
7",6,6,6,Very reasonable7,5,6,5,6,Very reasonable7,6,5,6,5,5,"Very comfortable
7","Very comfortable
7",6,6,Somewhat flexible,6,Female,44,,2
2020-07-30 07:15:39,2020-07-30 07:19:24,IP Address,,100,225,True,2020-07-30 07:19:25,R_29cPSwL5cXaVrXK,,,,,,,anonymous,EN,Yes,Yes,Yes,250,,4,5,6,4,4,"Very annoyed
7",4,5,"Very annoyed
7",4,4,4,6,6,5,6,5,5,Very reasonable7,6,3,5,5,5,4,5,5,3,Somewhat flexible,4,Male,38,,1
2020-07-30 07:17:27,2020-07-30 07:19:26,IP Address,,100,119,True,2020-07-30 07:19:27,R_5tFscdZdfLMGwRb,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,5,6,5,5,6,"Very annoyed
7",5,4,6,6,5,Very reasonable7,6,5,6,6,5,Very reasonable7,5,6,6,5,5,6,6,"Very comfortable
7","Very comfortable
7",4,Somewhat flexible,6,Male,30,,2
2020-07-30 07:18:07,2020-07-30 07:19:29,IP Address,,100,81,True,2020-07-30 07:19:30,R_2AYeZWrEpWVkgFG,,,,,,,anonymous,EN,Yes,Yes,Yes,10,,6,6,6,5,"Very likely
7",5,6,6,"Very annoyed
7",6,5,6,5,5,Very reasonable7,6,6,Very reasonable7,6,"Very comfortable
7",6,"Very comfortable
7",6,5,6,5,6,5,Somewhat flexible,"Very comfortable
7",Female,34,,1
2020-07-30 07:13:45,2020-07-30 07:19:31,IP Address,,100,345,True,2020-07-30 07:19:31,R_1ewnBlRclkrd0p8,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,2,5,5,6,4,4,4,5,5,6,6,6,6,2,3,3,2,5,5,"Very comfortable
7",2,5,4,2,5,2,6,6,Somewhat flexible,5,Female,49,,2
2020-07-30 07:18:00,2020-07-30 07:19:34,IP Address,,100,93,True,2020-07-30 07:19:34,R_WvSj5AozvitjtnP,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,Not at all likely1,6,"Very likely
7",5,5,2,3,4,4,3,6,6,6,6,3,5,4,4,6,6,"Very comfortable
7","Very comfortable
7",6,3,"Very comfortable
7",3,4,6,Somewhat flexible,5,Female,26,,1
2020-07-30 07:15:59,2020-07-30 07:19:45,IP Address,,100,226,True,2020-07-30 07:19:46,R_10UjjwFJvB7AQKO,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,6,6,5,5,6,6,6,5,"Very much control
7",6,6,6,6,Very reasonable7,6,6,6,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,6,6,6,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,35,,2
2020-07-30 07:17:33,2020-07-30 07:19:45,IP Address,,100,132,True,2020-07-30 07:19:46,R_3imSo1UztQkCrGt,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,"Very likely
7",6,6,"Very likely
7","Very annoyed
7",6,6,"Very annoyed
7","Very much control
7",Very reasonable7,6,6,6,6,Very reasonable7,Very reasonable7,Very reasonable7,6,6,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Male,61,,2
2020-07-30 07:15:14,2020-07-30 07:19:46,IP Address,,100,272,True,2020-07-30 07:19:47,R_25X7yr7l8swJICC,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,4,"Not at all likely
1",2,2,"Not at all likely
1",2,2,2,6,3,2,2,5,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,2,5,6,"Not  at all comfortable
1",2,2,"Not  at all comfortable
1","Not  at all comfortable
1",2,"Not  at all comfortable
1",4,2,Somewhat flexible,4,Male,28,,1
2020-07-30 07:17:21,2020-07-30 07:19:47,IP Address,,100,145,True,2020-07-30 07:19:47,R_3NJ77wJoSDVwDC5,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,3,"Very likely
7","Very likely
7",6,5,"Not at all annoyed
1","Not at all annoyed
1","Very annoyed
7",6,"Very much control
7",4,Very reasonable7,6,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,4,"Very comfortable
7",6,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,2,Female,57,,2
2020-07-30 07:13:32,2020-07-30 07:19:54,IP Address,,100,381,True,2020-07-30 07:19:54,R_1Hicd4s4t5oX18A,,,,,,,anonymous,EN,Yes,Yes,Yes,,90,Very likely7,5,"Very likely
7",6,6,5,"Very annoyed
7",6,6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,6,6,5,6,5,6,6,"Very comfortable
7",5,6,6,5,5,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,55,,2
2020-07-30 07:16:24,2020-07-30 07:19:54,IP Address,,100,210,True,2020-07-30 07:19:54,R_2QzcszHfAFF7Q7L,,,,,,,anonymous,EN,Yes,Yes,Yes,,25,Very likely7,"Very likely
7","Very likely
7",6,6,6,"Very annoyed
7","Very annoyed
7",5,2,Very reasonable7,3,6,Very reasonable7,Very reasonable7,6,Very reasonable7,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Male,42,,2
2020-07-30 07:15:03,2020-07-30 07:19:58,IP Address,,100,295,True,2020-07-30 07:19:58,R_3oX7lJ8mkDnfiT1,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,6,5,6,5,6,5,5,5,6,5,6,Somewhat flexible,5,Male,28,,1
2020-07-30 07:13:53,2020-07-30 07:20:01,IP Address,,100,367,True,2020-07-30 07:20:01,R_1libz2Yb0jIOuWW,,,,,,,anonymous,EN,Yes,Yes,Yes,40,,Not at all likely1,6,6,5,5,6,"Very annoyed
7",6,6,5,Very reasonable7,Very reasonable7,5,6,4,6,4,4,Very reasonable7,"Very comfortable
7",6,6,6,4,6,4,4,"Very comfortable
7",Somewhat flexible,6,Male,58,,1
2020-07-30 07:14:03,2020-07-30 07:20:04,IP Address,,100,361,True,2020-07-30 07:20:04,R_2S6VGX3aaGu5xJM,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,6,5,5,6,6,6,5,5,6,5,5,6,5,5,5,6,4,6,5,5,4,5,4,6,6,4,5,4,Somewhat flexible,5,Female,31,,2
2020-07-30 07:16:32,2020-07-30 07:20:04,IP Address,,100,212,True,2020-07-30 07:20:05,R_3CTNRBN6580agPo,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,6,"Very likely
7",6,"Very likely
7",6,"Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","No control at all
1",6,4,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,4,2,"Very comfortable
7",2,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",6,"Very comfortable
7",Somewhat flexible,3,Male,26,,2
2020-07-30 07:13:49,2020-07-30 07:20:07,IP Address,,100,378,True,2020-07-30 07:20:07,R_1BPFrIFWq75qbPK,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,Not at all likely1,6,"Very likely
7",6,6,6,"Very annoyed
7",6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Somewhat flexible,6,Female,27,,1
2020-07-30 07:15:25,2020-07-30 07:20:31,IP Address,,100,305,True,2020-07-30 07:20:31,R_2PumrpqMPimlim8,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,3,4,5,5,5,4,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,Somewhat flexible,5,Female,28,,2
2020-07-30 07:18:12,2020-07-30 07:20:33,IP Address,,100,140,True,2020-07-30 07:20:33,R_3F4zSspD7zxJruN,,,,,,,anonymous,EN,Yes,Yes,Yes,,75,Not at all likely1,"Very likely
7","Very likely
7","Not at all likely
1","Not at all likely
1","Not at all annoyed
1","Not at all annoyed
1","Very annoyed
7","Very annoyed
7",6,Very reasonable7,Very reasonable7,Very reasonable7,6,Not at all reasonable1,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Male,65,,2
2020-07-30 07:18:48,2020-07-30 07:20:39,IP Address,,100,111,True,2020-07-30 07:20:40,R_3dMHGSTA3uHY8eJ,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,6,6,"Very likely
7",6,"Very likely
7",6,"Very annoyed
7",6,"Very annoyed
7",6,6,Very reasonable7,6,6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,6,6,Somewhat flexible,6,Female,25,,1
2020-07-30 07:19:37,2020-07-30 07:20:46,IP Address,,100,68,True,2020-07-30 07:20:46,R_3Rg4pL7CdexyZVL,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,4,2,"Very likely
7",5,4,5,2,"Very annoyed
7",3,5,Very reasonable7,2,2,6,5,2,4,3,5,4,2,6,5,6,3,"Not  at all comfortable
1",4,"Not  at all comfortable
1",Somewhat flexible,6,Female,54,,2
2020-07-30 07:18:50,2020-07-30 07:20:49,IP Address,,100,119,True,2020-07-30 07:20:50,R_3suZ9fmZZjUoLg7,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Somewhat flexible,6,Male,59,,1
2020-07-30 07:18:05,2020-07-30 07:20:52,IP Address,,100,167,True,2020-07-30 07:20:52,R_D6MC4YcwjIwax45,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,5,6,6,6,5,"Very annoyed
7",6,6,6,6,6,5,Very reasonable7,6,6,5,Very reasonable7,6,6,6,"Very comfortable
7","Very comfortable
7",5,6,5,"Very comfortable
7",6,Somewhat flexible,6,Female,44,,2
2020-07-30 07:18:07,2020-07-30 07:20:56,IP Address,,100,168,True,2020-07-30 07:20:56,R_28ZY5J6WRpMHP7z,,,,,,,anonymous,EN,Yes,Yes,Yes,40,,5,6,6,"Very likely
7",6,5,6,6,5,5,6,Very reasonable7,6,5,5,6,6,6,5,"Very comfortable
7","Very comfortable
7",6,6,5,6,5,"Very comfortable
7",5,Somewhat flexible,6,Male,37,,1
2020-07-30 07:19:10,2020-07-30 07:20:56,IP Address,,100,106,True,2020-07-30 07:20:56,R_3nAWUl0ySug3Ncl,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,6,"Very likely
7",6,6,5,5,6,"Very annoyed
7",5,6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,6,5,6,6,6,6,6,6,6,6,6,6,6,Somewhat flexible,6,Male,32,,1
